source,target,type
Tux Yaj,MarvelStudios,reply
Prince11,sachinshukla28,reply
Alpha,Jakieboi1,reply
TheLazyWriter,chadwickboseman,reply
Hugo R.,SSonicxgamerd,reply
mahdi0123,757_MoJo,reply
SasyScarborough,violadavis,reply
briana👽💫♒︎,FilmTVRants,reply
Cellis,Casademayor,reply
Blaine Smith,My_Moment95,reply
Legend⚡️,My_Moment95,reply
Max,strangeauthor,reply
Slanderson.Paak,KingShawn901,reply
Kalm🪬,Lvc_14,reply
WakandaMamba4Ever,KillerBeezy_,reply
Beverly naylor,cineworld,reply
☮️Ricky📸,manifestive,reply
Leno Penha,johncampea,reply
MacX,TillertheWorld,reply
Put Mai Back In DOA5 Last Round,noobde,reply
The Leeds Enthusiast,comingsoonnet,reply
HaileyLynn ℧,FredTJoseph,reply
Burger,ddigi22,reply
gary baldon,carmenejogo,reply
Dominick Ruocco,MCU_Direct,reply
dead sidekick,Disney,reply
Me,RWBY_Fan10000,reply
JR,ZackScott,reply
SirKwes,Pinky_Balboa,reply
234 Essential,AOT2,reply
Fel Sniper,keeng_david,reply
Aydenツ,BladeSatanic,reply
r☆ven👸🏿,AngelAl3xander,reply
Joe Home,greggutfeld,reply
Andrew Webster,Thisfuckin_guy,reply
Ebonée Reigne Noel,IrieDame,reply
Guy Fleegman,Wick014,reply
Aura Of Twilight,latimes,reply
Randy Wehnes,JordanPeele,reply
Randy Wehnes,SterlingKBrown,reply
Randy Wehnes,icecube,reply
Third Strongest Maria Cadenzavna Eve Fan,mrkrabs173,reply
Sky Realest,MarvelStudios,reply
Robert Churchill,ThatAshleyErin,reply
Mickey ⁷ ⟭⟬ 🇵🇸 FCK MOON TAEIL,Basmala59633343,reply
R&M Comics,PenhaLeno,reply
Mimi Madness ✨,jasmineMoriah,reply
Mickey ⁷ ⟭⟬ 🇵🇸 Happy JK day!🐰,Basmala59633343,reply
Angela Badami-Knight,CanvasEmpty,reply
Me Stan Account,DistantWindow,reply
pharpEMIP,tracyrenee70,reply
Elina,CPQA_Unofficial,reply
Alex Kayode-Kay,EW,reply
Cammi,jemelehill,reply
Jillian Kirby (Granddaughter of Jack Kirby),BrentNYT,reply
myli_visus_žmones,dprises,reply
Joycelyn Durk,kidnoble,reply
I Dissent! #AbracadabraNY - I Am Jane Roe,kidnoble,reply
Jjemba Vincent,suppandiiii,reply
Julie France,OOCanalgenocide,reply
MeloNoDensetsu 🎮 Octopath Traveler 1,KeithandMovies,reply
Timuri (xe/xem),kidnoble,reply
KingmakersGameDev,BriannaWu,reply
Aaron Primmer,BenWehmasTMR,reply
Piertotum Locomotor,HamillHimself,reply
Matthew,RingMasterRa33,reply
FreddyRigby,DJCookYT,reply
Michael Lukash,kidnoble,reply
Samuel Gallamore,BriannaWu,reply
Eddie Pryce,dbrown712,reply
Fat Jesus,attorneycherika,reply
Stephen Cornelious,BComputronics,reply
Michèle,kidnoble,reply
D.M. Galloway | DGDX Animation,MarvelStudios,reply
John Dillinger,Prez,reply
ACotonio,jasminecrowe,reply
"Nicole J. Harris, PhD (she/her)",kidnoble,reply
ىسمن 🫶🏼,7DlOR,reply
Just Karen,jazzlandia_,reply
Unstoppableme87 ♒️,TreySongz,reply
Jolie Renee,jemelehill,reply
Gurps Sahara,theblackpanther,reply
Robinson_not 🇯🇵🇺🇸,Nate_moseby,reply
FadeS,chadwickboseman,reply
moved,UltEricSohn,reply
ash,chouse116,reply
Joshua Watson,AlizaSoto2,reply
gray 🎧 school,NoShameLH,reply
Ashford,MarvelStudios,reply
Old Ben of tatooine 🇬🇧🇬🇧🇬🇧,JohnJohnboy721,reply
kai || free 🇵🇸,heeplace,reply
Chico The Anti Marxist,BNightengale,reply
StaticPath,kerry_comcgrl77,reply
h,dam_ilola__,reply
Marc 🇹🇹🦅,IgglyTheNiggly,reply
GET UP 😩,_Shanagens,reply
Lace Windu,dugtreeoh,reply
EDZ OF PAIN - Total Gaming,marcpoinson,reply
Tio,M__Pau,reply
Nick,GodEmperorBoss,reply
PhoYou,toxicnposionous,reply
Lil2deep,Tre_John_son,reply
NELLY!,_zillionaire_Z,reply
MagmARocK,TheDarthMal,reply
J,ABW_Gaming,reply
YeaFasho,EdzOfPain,reply
BIitz (JK DAY🥳💜)| ⭐️(ꪜ )🥢🪞🌊🃏 🧑🏻‍🚀,Ronniekm13,reply
Gregory A. Butler,willmenaker,reply
I AM,Marvel,reply
Stew World Order,BuckmeisterCul,reply
Law$,NonBinaryJew,reply
MarionParooToo,AASwiftie13,reply
Daywon 다이원 🐈 OFF,HiroyaBigWin,reply
Grover Gruyere,Ell_o_Punk,reply
Problematic Princess,TheShadeRoom,reply
RCDC,ftonerdtalk,reply
Z▲K,TheRock,reply
Mary Jane,comicsalty,reply
Good Hunter 🇹🇳🇵🇸,FrontlineGamer,reply
Fat Jesus,atlblerd2,reply
MagicMike,the_sadcat,reply
THE POSSESSION OF IN,chelsiewrath,reply
Lili - smosh/starkid era 🤩,pagetpaget,reply
DOC ⭕,Dude89Crypto,reply
Jaz Rignall,RichFiend,reply
Archisman,FrankCasMajor1,reply
TheMaverick82,The305MVP,reply
b e b o 🇶🇦🇮🇳,AmolAmolpandit,reply
Bolmeteus,JohnOttaway,reply
speaknsee,RealBrysonGray,reply
James,Monarch_Kingdom,reply
RitaPita,PhaseZeroCB,reply
Reed’s Council 4️⃣,KhameekJ03,reply
F@ckJoeBiden,LakotaMan1,reply
Fantum➡️DreamCon,igwejimmiri,reply
Sonicx246,Kyle_Castorena,reply
Matthew David Meyer,CrossleyColor,reply
It’s me Nashie.,CrossleyColor,reply
Nonplayable,nellucnhoj,reply
LegendaryMCU⚡🔥🌟,JustBrizard,reply
Lola35,ChrisEvans,reply
🎣Bi Hesbian Booze Cruising 🍺🚗,LivingScribe,reply
The Curt Locker (2008),NachoAvgRandy,reply
T'Challa: The Black Panther facts,Comics_Scholar,reply
Shaun,BatmanRobinson,reply
⚡️,MindMaster171,reply
UnluckyWarlock,TheSlick001,reply
ICC🧊🥶,marvelcanon123,reply
The Doom Slayer,machocamacho03,reply
Authority,mz_sunflower,reply
Bloody Sky,Bawzton,reply
Ray Bullock,TheIntlMagz,reply
shannon🌙,FolkloreSlut,reply
Antoine Browne,PesephoneLuvr,reply
MACCEXCLUSIVESAPPAREL,JCSUniversity,reply
Marvel,MarcoKiddd,reply
Bean 🫘,therealsupes,reply
Movie Stans Unite,therealsupes,reply
Stevo,PBridgeman11,reply
Dave Otuwa,UberFacts,reply
Adventuremaker21,Fez_97,reply
Oriana Perez,treystar679,reply
Cosmic Ollie 🇬🇧,TheFleetwayGame,reply
🇭🇷Slatki Zub🇭🇷,TheStrxggler,reply
Daniel Smith,Ritonnade94,reply
MAD JIM JASPERS🕳,raisehell1996,reply
N3x0n,IGN,reply
Paul Muad’Dib,CaptainMcWow,reply
𝑮𝑬𝑬𝑲𝒀 ♡ 🇵🇭 ! ⊗-MEN 97 era,AnthonyL1148,reply
uJobe,NcebaShai,reply
De'Lonte Oliver,makaywow,reply
Century 🅙,SamierHusain,reply
Brando,ComicLoverEli,reply
I’m Your Uncle Elroy 💀🎯,ye5700,reply
Voltage Mike ⚡,LordChickenHawk,reply
NiИNeil ™️,GuyFawkesRetro,reply
Anansi,jberr59,reply
Marvel/DC United,itsmukil,reply
troof,WallyNox6,reply
Andres Irias,ReelJeffEwing,reply
Voidowl,BG_5you,reply
Raj M. Mardi,MarvelStudios,reply
Nikki,PupCoach,reply
peter paker,st0nehwut,reply
Choco,NebsGoodTakes,reply
Skittles🏳️‍🌈,therealsupes,reply
idk,mewfan42,reply
roleparadise,TheSlick001,reply
Daniel Loves Art,harsha_027,reply
Jamis Eagle,FatherOf1234,reply
Wilhelm Arnesen,XACTIC_Valor,reply
Chicken Hawk,BlerdInitiative,reply
MarvelWitch,atcasca,reply
Wes 🍯,VelanQBAT,reply
Ash,BlancLauz,reply
Wednesday Comix: Still Here (Until I’m Not),RandomT99893583,reply
NOTAMRIRL,PhilipDanso10,reply
Rikittu,Di_noDino,reply
hal 💥,leiiaaorgana,reply
hans0to,mundheers,reply
EJ,theblackpanther,reply
loladilean??,han_s0to,reply
__Comic World__,theartofagb,reply
G,WS_WolfStar,reply
Andreas Vassvik 𝕏 Fake Anime Account,Marvel,reply
.,ashleybrantley1,reply
Mack Perry,UmiDone,reply
David,BleacherReport,reply
JCK ( Prey and Black panther era ),MrNiceGuy513,reply
Marvel Jones,POPSUGAR,reply
Khalil Jamal 🔜 #TIFF24,slowboattohades,reply
Removed you,BeepingGoat22,reply
TheHairyGorilla,TmayC1,reply
Reignited Spyro,TwoSevenFS,reply
DabberDan,MCU_Direct,reply
Jacob Airey,Adizzle223,reply
TheAverageCrusader,TheDenofNerds,reply
Sheshuboi,FortniteNewsC3,reply
MSecure,amysw_sec,reply
Harry Brown,StateFarm,reply
Cammy #MakeLBP4 #ReviveCrashBandicoot5,damLeo86,reply
Cammy #MakeLBP4 #ReviveCrashBandicoot5,damLeo86,reply
Bumi,Squidstocks1,reply
Cammy #MakeLBP4 #ReviveCrashBandicoot5,damLeo86,reply
Eric Brown,WaysOfTheSith,reply
Big Mont,longbeachmade_,reply
JAYMANBLACK1ST,nasescobar316,reply
The Ry Guy,4thSnake,reply
Daniel Loves Art,SheHulk,reply
Bezzy Boy,BuzzFeed,reply
Deshaun Fortune,hybatt01,reply
Lucas Gnagy,BuckmeisterCul,reply
nGin,jayjjalen,reply
Kevin Perry 💙 🖤👆🏽,BuzzFeed,reply
JCVibrant,MarvelStudios,reply
Jacob Nedwell,xDrDeath84,reply
LEGO FAN AND LGBTQ+ ALLY,skane2600,reply
🅛•🅐•🅤•🅡•🅐,3NolesFan3,reply
10piecelemonpepperwingsfriedhard,YallLuvCris,reply
Lucas Gnagy,rae_merrick,reply
I_Ain't_Saying_I'm_Just_Saying,bpanthernews,reply
HABIT,ikjonesO4,reply
Disillusioned Human!!!,GeorgeTakei,reply
WandaSpeaks67,Mezmero86,reply
Mary Burrell,PettyLupone,reply
James Gandolph,vanderburger2,reply
Gamebred,Seth02770382,reply
voiD_ashen,farhan__mehmood,reply
CYCLOPS IS RIGHT,Marvel,reply
Autumn 🍉 ll Boothill Brainrot Era 💛🤍💜🖤,revolutiondakid,reply
Celeste Caballero,wise_chimp,reply
TheHairyGorilla,Rrd49196495,reply
m,vincentdonofrio,reply
duc de kuchent 🇵🇸,mouaisfinjsp,reply
capitan marvel,ali_rhmni,reply
Espooky,vargulfur,reply
Nicholas Ravensworth,Reiteller,reply
Zwinglinator,Im_a_Lost_Boy_,reply
David,pixieman3ahhh,reply
Alonso,TheHappyGinger1,reply
Deeeee 🇬🇭,FatalDarkprince,reply
tommy grinie,Chris_C_Chapman,reply
C. Chris Chiang,PrinxeTheMan,reply
Just My OP,BHornet7,reply
FilmBuffRich,scottEmovienerd,reply
Anna Flores,HuffPost,reply
justafan marvel,torments237,reply
T'Challa: The Black Panther facts,Up2N0G00d8,reply
Psalm 109:8,vivsmythe,reply
Glockleg,TimothyDailey1,reply
Authority,iamMauriceW,reply
Authority,JasonArgonautai,reply
Vincent,yungstorydawood,reply
"OK NOW, Bank BLK, Buy BLK!! ✊🏾",jessejholland,reply
DancingDog,_chaitanyajoshi,reply
DMW,spam58210495,reply
ARCADIA,TaikaWaititi,reply
Joe LaBallister,AndrewLivsey4,reply
StarLordSenpai 🇵🇸✊🏽,fallenjedi90,reply
justin shields,Hermann22,reply
Biotanker 🐀,MyTimeToShineH,reply
STATIC XL,DarthMongral,reply
Yalumaki,Ky12347881,reply
Lufain14,Publix_Lover_69,reply
bloodofmyenemies,RAZ0RFIST,reply
Diehard Eru,StatefromHarlem,reply
Hero Ly,haniichuu,reply
ManMaker,Booper411T,reply
Carlo Maldonado,noobde,reply
hungimage.eth,konop,reply
PONGO,RainbowLegion,reply
Sorcerer John Boomerstick,IkeVolpe,reply
falkyron,HuffPost,reply
JoJo McInally,AViIIan,reply
JoJo McInally,TJ47772409,reply
DJ Dylan,VictorOdds6,reply
Astrid Lyttneyd Ásgeirrfinnbjornsdottir,WSpargurKnits,reply
𝐙 𝐀 𝐑 𝐀 𝐍 𝐀 𝐌 𝐈,yocactusgames,reply
Jay 🏳️‍🌈🍉,fantom_ph4ntom,reply
Maekar,macphisto96,reply
ADARSH KUMAR,AaratiS_14,reply
Two Time Back to Back,manticore_tiny,reply
AJ || Lockdown Fan,216_TheOne,reply
Honduran Frog 🇭🇳,msrissag,reply
bob sacamano,Concentrao7,reply
Carnage,korysverse,reply
Alex_Kath,AkirasParadox,reply
Richard J.,elbethium,reply
BV,DiscussingFilm,reply
Dynamic Range,FamozzyyK,reply
𝕯𝖔𝖓𝖙 𝖋𝖆𝖑𝖑 𝖆𝖘𝖑𝖊𝖊𝖕 𝖆𝖙 𝖙𝖍𝖊 𝖍𝖊𝖑m,damLeo86,reply
Terrell Austin,ThedancingDog60,reply
Jake Montoya,MarvelStudios,reply
Obie,amulet_spad15,reply
wolf,AngryJoeShow,reply
Max💫Marvel,RPHutch1975,reply
Rocky,mbk9159,reply
T'Challa: The Black Panther facts,PurpleNinjaDrip,reply
Limit,ThatAberl,reply
🌻Melissa Jean🌻,graemeknows,reply
Selphiria (aka FriskaDraws) 🍓💚🖤🍓,toboso_official,reply
B.C. Justice #SaveTChalla,TheoButler04,reply
Paul Heron,EBBerger,reply
AMIT,mattizzle9,reply
Oceanlord,wasteland_dude,reply
zuggyc,Humanities_Best,reply
Wolfey✨,HYPEX,reply
Maskorane,JoyceJedlicka,reply
Truth,everythinglwry,reply
F⚡️ASH BK,BestGamRnDaWrld,reply
goanvigilante,GoldenSteeler06,reply
The Drippest,Tewatia7z,reply
Isaiah (7:14),beledbylove,reply
T'Challa: The Black Panther facts,BatmanButAsian,reply
Revolutionary_Jack ⏳🕸️,BenReilly149,reply
EDDIE THA WARRIOR🇮🇱🙏✝️🛡️🕊️❤️‍🔥,bitch_be_fr,reply
BrokenXry,Bobuser_1,reply
Tru7h,Spidey2307,reply
Ludwi,jayfknkellz,reply
Kevin Guerrero🇺🇸🇪🇨//Black Myth: Wukong🎮,Maurici974,reply
Food Gospel🥗,theblackdetour,reply
Kevin Guerrero🇺🇸🇪🇨//Black Myth: Wukong🎮,aydenstonex,reply
BRACEY - DRAWMATICS,buse_chris,reply
Patrick,EmansReviews,reply
sergio,AmadeusReine,reply
Thiago Rodrigues,MichellGui,reply
Michaelthedriver,GameSpot,reply
Samuel blank,McBDirect,reply
Yousef Ibrahim,iFireMonkey,reply
Jonathan Xero,MaxwellJadot,reply
$kułłø🃏,Time17Prime,reply
Eren Yaeger,_cruise_62,reply
Greg Owoc,sscjusa,reply
Canogar Watchagon,minidrwho,reply
Canogar Watchagon,minidrwho,reply
🇺🇸⚡️Thunder⚡️☘️,marvel_updat3s,reply
LauraO6243,DarkHorseAsh,reply
MachInfinity,grandy_sammy,reply
Xaxx,MLB,reply
cm punk fan boi,DahiyaKnight,reply
volleydan,joeyquart,reply
moved to @reedsuelawyer,JugTBWJWSU,reply
Jason (U mad),marvelheaux,reply
LeMecPlusUltra,gman62636,reply
XIII Roxas- Dragon Slayer,Poems_Future,reply
Scott M,SheHulkOfficial,reply
Suriliimehek,Sonuwasson1,reply
G Steven Roper,DavidDTSS,reply
nun ya,SheHulkOfficial,reply
Lukes Bucket Hat,D4hz4hn,reply
That Dude That Draws (C0mms open!),abillionandtwo,reply
famallama,PizzaFace99,reply
Cory Wheaton 💭,EmansReviews,reply
The Mayne Authority (mayne/maynes),ChillMongerr,reply
Authority,YuhDunKnoEH,reply
DJ Dylan,VictorOdds6,reply
❧┇𝔸𝕟𝕘𝕖𝕝 𝕊𝕥𝕠𝕣𝕞,SithADC,reply
Mr. L,J_Weaksauce,reply
I Have No Clever Name,shannonandswift,reply
Torinthestorm,IsVicSalvaDead,reply
Il a pas tort,SnakierGJ,reply
ᱬ NM ۞ ➃ Ⓐ ⨂ ``,FilmOdysseyMCU,reply
Manuelk,Rupture94,reply
Cereal,DrFeelGood_31,reply
Volen,LeeMcNair16,reply
SageBurner🪶🏴🇺🇸,only1showers,reply
Skylark,Charliross1,reply
Strategy ⚟,boii_dig,reply
soleilkintsugi,Animorph07,reply
Crawdad1914,Kristyann39,reply
Bot the human,brian_shoots,reply
HomeworkPlug,bobmarley,reply
Finbar,alanrileyscott,reply
Anthony,vicious696,reply
JadenTheKid🇬🇭🐺✝️,LowKiLux,reply
Brian A. Billeck,harleyxwest,reply
James,Saify14_,reply
CactusBunny 🔞,RandomNarutoFan,reply
Dyl_Inv_Sm,jakeasherboi,reply
Kobalto🔞,AltHistoryHub,reply
Aquarius🏳️‍🌈,Zaybandz78,reply
Cristian Floyd,TroyVSEverybody,reply
Jewelz,fayettevillainT,reply
Sir Maxalot,SleepyAdam1,reply
ParkerMorriss,guy_lnd,reply
Georgia Iris Szawaryn,BryanCMiles,reply
Daron Scott,fayettevillainT,reply
T'Challa: The Black Panther facts,ArkingKyle,reply
Akranf,90sLatinReina,reply
BioRhythm Music,LowKiLux,reply
BioRhythm Music,TonyaPendleton,reply
BioRhythm Music,iTzAnimosity,reply
captain pike-a-chu🖖 ᐰ #EatYourEnemies 🍽️,ShamrocksPhilly,reply
LilMissFirecrackerReloaded,marvelheaux,reply
Phyllia,ayobbybop,reply
Who-Bug,EmansReviews,reply
Ken Hagen,ReignOfApril,reply
Feed Your Wolves,OhmaTokita2ndAc,reply
Placeholder,D4RKL1NG,reply
Sharky,TheArtJedi,reply
Mack the 🙏🏼🐐🤓🥷🏼,Trob90s_V,reply
Jody Brown,marvel_updat3s,reply
イルジュウダッゾ,DiscussingFilm,reply
Tim Tong,howlingwolfjoey,reply
Uptown X,MrNiceGuy513,reply
AFRO PUNKS KICKSTARTER LAUNCHES 09/02/24!,DuchessODork,reply
DJ Thompson,ZamundaTwice,reply
dan graham,licataadam9,reply
Tay,rhaellaenys,reply
ResidentOfTheSkies,licataadam9,reply
Blithering,Egel_Maw,reply
Marco Effe,cytrusf1,reply
Joseph Biegel,BNaturalbiggie,reply
Anansi,cortland_g,reply
rory ☻,ToxicWandaStann,reply
kylem,clearxclouds,reply
Peebs,_ICUTSHAPES,reply
Dave_N_Crumpets,5dollacoupon,reply
Steven Palmer Peterson,PaulTassi,reply
The Afterthought,EnjoyerFive,reply
Black Panther Wakanda,business,reply
JAYMANBLACK1ST,Beautyby_Faith,reply
Kobe Maguire,Dyani_2u,reply
Rebel4Life,drboycewatkins1,reply
t,AnansiWorld,reply
Huck,drboycewatkins1,reply
James Roe,MegaBaumTV,reply
Banana Prices Δ,GamingPop_,reply
nemo⁷ ʳᵖʷᵖ🔍⍤⃝🔎,hayakw02,reply
OwOnator 9000,DillonOsborn11,reply
Shivonne,DynamoSuperX,reply
graham,isoskramer,reply
Lamont,xoBlooming428xo,reply
Authority,scarlettskyys,reply
Berto,Aussious,reply
Mark,IGN,reply
Miks,SCWChristian,reply
El•sïe•mōn,Ida5M,reply
Tax Strategist + Biz Lawyer,theporshaedmun,reply
young goat,scooby_rell,reply
pat wilson,JoseColella84,reply
Vegito Synsei,SkyRaiderG7,reply
Mask Face,MarvelStudios,reply
Tazflop,bustdownkms,reply
Gluten Free Rye 🍞 🦋,DonCole99_,reply
x - Emphatic 🍁,fayettevillainT,reply
DontShowThisToMyEmployer,IniabasiB,reply
Ian Stannett,MarvelStudios,reply
BigShannon79,RinAldrin_Lives,reply
ᴾʳᵒᵒᶠmikayla⁷ 🧑‍🚀 💙🥺,starlessone,reply
NOTAMRIRL,Marvel,reply
Courttt,Pafmer4,reply
Currysuh,chadwickboseman,reply
Adam D.,fayettevillainT,reply
AJ,PsyLyke,reply
madison ☾ .*･｡ﾟ,Arca4president,reply
TheBaseballGamer,antxgha,reply
卄ㄖㄖㄥ丨,GaladimD,reply
Tha #Reparations Negro🇺🇸,Pauline98476699,reply
🖖🏾,fayettevillainT,reply
Steve *It's TAY-tro* Tetreault,Boss_Librarian,reply
⛓🔻 𝕊𝕝𝕖𝕖𝕡𝕪𝕙𝕖𝕒𝕕 ه*:･゚ 𓃬 ⛓,Moonguy26,reply
AWOOGA,GrubyPeres,reply
st lennonberry paris🇳🇬🇷🇺🇨🇳🇰🇵🇺🇸🏁,Marvel,reply
Falana Adeniyi Obafemi,DantePasusu,reply
Adam,MCU_Direct,reply
Blood of a Slave. Heart of a Lion,chiefwakil,reply
Blood of a Slave. Heart of a Lion,EmansReviews,reply
EthanWayne,Marvel,reply
CityCinderella🏝🏳️‍🌈,DiscussingFilm,reply
Dave Otuwa,DiscussingFilm,reply
Lucifer,BilluPsycho,reply
CityCinderella🏝🏳️‍🌈,MatthewACherry,reply
XxRazorxX,Marvel,reply
Johnthe_kidd,MassiveMonolith,reply
Brandon_Souza,ADAMCHECKNIGHT,reply
CityCinderella🏝🏳️‍🌈,PopBase,reply
JadenTheKid🇬🇭🐺✝️,FineAssCj,reply
Tim Dumas the Art King 🙌💪🏿💯,DiscussingFilm,reply
Chad Ehret,Marvel,reply
AZH 🎬,AmanjyotSingh_,reply
Pretty in Pink,GraceRandolph,reply
Berto,DiscussingFilm,reply
👑Mr.Sybaritic 👑🤴 🇺🇸 🇯🇲,Variety,reply
mikey,WatertypeSam,reply
Shawn Brady,TheBg_12,reply
Just Dat Boi E,MCU_Direct,reply
Blaqq Themostwanted 🇵🇸🇨🇩🇸🇸,_ZainabGarba,reply
AngryShadowBros,Spider_Culture,reply
Anthony,cosmic_marvel,reply
Jon Stretz,FilmTank616,reply
Samuel Davis ☦🇨🇴🇵🇦,Parzival418,reply
Lilah_Marvel🔮💥♐️,MitchNoFear,reply
Authority,KyloRenV2,reply
Marcus Tinker,henryboy111,reply
Max007’s favorite holiday is 💀👻Halloween🎃🕸,Minato2002007,reply
Rockydrago/unvaccinated/Trumpwon2020/Trump2024/FKH,ThomasConnorsJr,reply
Jay :),Grandecw,reply
Jonah Hosein,Disney,reply
SDUB Nation,Crusty783,reply
"My Capt America's Black & My Honda's Blue, 🥷🏽!",marvel_updat3s,reply
💍The Final Sky: Charlotte Sky,Wife0fMany,reply
Can Carlos Be a Contrarian?,skinfade15,reply
JC SUPER,Ekie0,reply
Edu's Plastic Surgeon,Supreme_Wenger,reply
Durrell,YoungFirefly21,reply
Durrell,YoungFirefly21,reply
Scooby,ZamundaTwice,reply
Alexander S,Smackerly,reply
Theo Ndlovu,Time17Prime,reply
Gilbert Millers,pacobella,reply
Gilbert Millers,pacobella,reply
qu⚡️,ExpectedReturn,reply
Kevin Melgar,StreamUpdates_,reply
The Legacy Of M,pagingmrScales,reply
Juriel,StreamUpdates_,reply
B.C. Justice #SaveTChalla,lengua_boi,reply
"Bobby Davis, Jr.",hashim_warren,reply
Chris Lee,sevenpcambell3,reply
im Percy Jackson (real) 🔱🌊,marvel_updat3s,reply
Kung Fu Cthulhu 💛❤️💙,wkanda_4ever,reply
Michael Semon,guy_lnd,reply
Amari,SmugKaiSupreme,reply
Michael Semon,guy_lnd,reply
Curious Stranger,N3OCK1,reply
🌸 Rin Roselia ✬ Rintastica 🌸 (she/they),Aussious,reply
LIQUID KnightGhost,Darklight323,reply
ny sports fan,MSemon89,reply
Andria,jezzerbear,reply
Michael Semon,Darklight323,reply
colin all the time,MCU_Direct,reply
Dardan,cosmic_marvel,reply
deleted_ scenes 🇺🇸 🎞️,Nerdrotics,reply
B,KevinPe26763548,reply
007Southpaw,EnjoyerFive,reply
AD,Aggressiveleepa,reply
Wasim Rahman,_Dylan_1999,reply
Moth Lobster,seeknay_,reply
Johnny Noodles,TheGoldenSmurf,reply
Tay,thebleckpentha,reply
Tay,thebleckpentha,reply
James Chaney,YetiYeff,reply
Jefferey j.Barnes,Neves7E,reply
Thomas Kenyon 🇪🇺,Laughingkitsun3,reply
🔞Back in my marvel era boys 😔🔞,Tigerbluethund2,reply
Sesedishaboraga,Lehlono47553711,reply
Afronerd,sepia_cinema,reply
Terrell Thaddies,SamuraiSloth17,reply
Terrell Thaddies,Kvng__Drizzy,reply
Kimberly Moten,dawggirl27,reply
Terrell Thaddies,JerrellZod,reply
Carlyle Tyson,DonCole99_,reply
Sidenorna,Kesswylie,reply
jaheim😶🥷,royalsultana,reply
keyla,Marvel,reply
Atumbem Kosmos,NahGuyLol,reply
emadalansary93,Sailor_Io,reply
Rowan A. Crump (she/they) 🏳️‍⚧️,freshbtw,reply
T'Challa: The Black Panther facts,rappermantweets,reply
ChrisEMU,TheAnimeHits,reply
JZ,AllFatherMedia,reply
Grubbs_33 🇺🇸,eflynt,reply
MCUSpider,shangskywalker,reply
Ben Dackiw,MaceAhWindu,reply
Z-Herb,UncannyThomas,reply
ZachReacts|🤎💛🩵|#StandWithAnimation,DiscussingFill,reply
obscuricom.bsky.social,MadScientist212,reply
Atumbem Kosmos,smithlocke11,reply
Dat_hispanic_guy,mickiemallorie,reply
only Jesus saves.,kaijumik3,reply
𝕰𝖓𝖊𝖒𝖞𝕴𝖓𝕭𝖔𝖇🎃(31st Anniv. Steelbook Edit),datspvcecxwbxy,reply
NotJustTheSymptoms,Trella63576457,reply
T'Challa: The Black Panther facts,skinqueer,reply
T'Challa: The Black Panther facts,Gamera_Man,reply
Jay master,TheRealChrisEmu,reply
"少年アムロ - Thank You, Mr. Toriyama",KheyehmX,reply
ABAB,blackdetta,reply
Marshal 5'11 IQ 201,guldaar,reply
Rockydrago/unvaccinated/Trumpwon2020/Trump2024/FKH,Nerdrotics,reply
Robert Lafarge,MarvelStudios,reply
EverythingLowery 🍿,waveythefirst,reply
Katie Hart,LisaBirt14,reply
Marvel,Umalumewabantu,reply
тσℓα 🐐🇳🇬,M_Jibola,reply
Levi_Exiled,AnansiWorld,reply
Film Critique,back_killa,reply
Bradley Gerber,Actually_Tina,reply
Green Armadillo,DissidiaDB,reply
Mr. America,BorkEternal,reply
Dufour patrick,Marvel,reply
😊NahYoureMID😊#SmashinAtoms,itsthatmovie,reply
peter paker,JTebenham,reply
Kevin White,mktoon,reply
Tchalla_Kings Man,Christo93062616,reply
Harsh singh 😃,VeerSin10294774,reply
laéna ᥫ᭡ || enhypen ver.,prisejack_,reply
The Autistic Creative,DylanFrayne,reply
John,PossiblyAlan,reply
Tes,GrannyScopp,reply
KP Kev the Poet & teacher ☥ॐ ཨོཾ☯️💜☯️ཨོཾ ॐ☥,Lumumba8868,reply
Disillusioned Human!!!,The7thLevel,reply
Eric Trump,frontier_vinyl,reply
W,Ekie0,reply
Jesse lane,ten_comics,reply
Mavrel/Kelarec,OrwellNGoode,reply
T'Challa: The Black Panther facts,Woodstock_TV,reply
DJ Dylan,VictorOdds6,reply
Zolanski (Fan),ZYeagar,reply
sWezzy,officialZay56,reply
Izaiah Reed,Xswezzy8,reply
Armon Williams,Simply_Paxton,reply
Json DEZ,marvel_shots,reply
KSiteTV,DEADLINE,reply
Jesse White,SteKubik,reply
DukeOfDookie,ASOpullers,reply
R.A.N.P.,TesolinJulian,reply
Dan-yell (I used to be a Dinghy),BritterDD,reply
bts need to pass away,PopBase,reply
Teacher Ron,picklesbaseball,reply
Olumide-Mynder,Im_a_MARVEL,reply
📚Ultracrepidarian 🤼 📈 👨🏾‍🎓,DEADLINE,reply
All-purpose Andy,nick_froehlke,reply
Waltair Veera Simha,Vouire1,reply
Steven,MCU_Direct,reply
T'Challa: The Black Panther facts,moistaphaaaa,reply
ɪ ᴀᴍ ᴛʜᴇ sʜᴀᴅᴏᴡs,steppiepeppie,reply
Danny109996,Marvel,reply
HollywoodZach,Deadpool_ranger,reply
Kamogelo,Khxka_,reply
Remy Dushine,Iieee21,reply
ErisQT 🌌💜✨🔞,NataniaVT,reply
🦺 Breonna Taylor's Apartment Walls Matter,ASewcialist,reply
The Gaming Age,TronDaGod,reply
